"rows";"cols";"tiles";"n_tiles";"strategy";"n_simulations";"score";"solution_found";"n_tiles_placed";"created_on";"external_id"
"25";"38";"[[6, 1], [11, 1], [13, 1], [4, 3], [5, 3], [9, 3], [11, 3], [6, 4], [11, 4], [13, 4], [6, 5], [11, 5], [10, 6], [11, 6], [12, 6], [13, 6], [8, 7], [12, 7], [13, 8], [12, 9]]";"20";"avg_depth";"100";"2.0";"False";"215509";"2020-03-18 19:19:13.486032+00:00";"23200"
"25";"38";"[[6, 1], [12, 1], [3, 2], [5, 2], [9, 2], [11, 2], [4, 3], [12, 3], [5, 4], [6, 4], [9, 5], [7, 6], [8, 6], [10, 6], [8, 7], [12, 7], [11, 9], [12, 9], [11, 10], [12, 11]]";"20";"avg_depth";"100";"2.0";"False";"250619";"2020-03-18 19:15:12.172836+00:00";"23133"
"19";"45";"[[2, 1], [4, 1], [8, 1], [10, 1], [4, 2], [6, 2], [10, 2], [6, 3], [6, 4], [7, 4], [10, 4], [11, 4], [11, 5], [12, 5], [9, 7], [9, 8], [11, 8], [10, 9], [11, 9], [11, 10]]";"20";"avg_depth";"100";"2.0";"False";"268512";"2020-03-18 19:09:37.387002+00:00";"23127"
"23";"41";"[[3, 1], [5, 1], [13, 1], [7, 2], [8, 2], [9, 2], [10, 2], [9, 3], [12, 3], [9, 4], [10, 4], [11, 4], [12, 5], [8, 6], [11, 6], [11, 7], [13, 7], [11, 9], [11, 10], [12, 10]]";"20";"avg_depth";"100";"1.0";"False";"254259";"2020-03-18 19:05:11.753281+00:00";"23213"
"23";"41";"[[5, 1], [5, 2], [6, 2], [7, 2], [11, 2], [9, 3], [10, 3], [11, 3], [6, 4], [12, 4], [8, 5], [10, 5], [11, 5], [7, 6], [9, 7], [10, 7], [12, 7], [12, 8], [12, 9], [11, 10]]";"20";"avg_depth";"100";"3.0";"False";"197394";"2020-03-18 19:00:28.251202+00:00";"23125"
"21";"37";"[[2, 1], [11, 1], [3, 2], [4, 2], [9, 2], [5, 3], [11, 3], [12, 3], [5, 4], [7, 4], [8, 4], [9, 4], [6, 5], [8, 5], [9, 6], [10, 6], [12, 7], [10, 8], [11, 8], [12, 8]]";"20";"avg_depth";"100";"3.0";"False";"204832";"2020-03-18 18:40:52.501061+00:00";"23108"
"23";"38";"[[9, 1], [10, 1], [12, 1], [5, 2], [6, 2], [8, 2], [10, 2], [10, 3], [11, 3], [6, 4], [7, 4], [7, 5], [10, 5], [9, 6], [8, 7], [11, 7], [9, 8], [12, 8], [11, 10], [12, 10]]";"20";"avg_depth";"100";"1.0";"False";"270461";"2020-03-18 18:36:01.514300+00:00";"23137"
"23";"38";"[[4, 1], [6, 1], [10, 1], [3, 2], [5, 2], [11, 2], [7, 3], [8, 3], [10, 3], [9, 4], [10, 5], [11, 5], [8, 6], [10, 6], [11, 6], [10, 7], [11, 7], [9, 8], [11, 9], [12, 9]]";"20";"avg_depth";"100";"3.0";"False";"217994";"2020-03-18 18:30:53.718697+00:00";"23106"
"20";"47";"[[3, 1], [7, 1], [9, 1], [12, 1], [5, 2], [8, 2], [9, 3], [8, 4], [11, 4], [7, 5], [9, 5], [12, 5], [7, 6], [10, 6], [9, 7], [11, 7], [10, 8], [11, 8], [11, 10], [12, 10]]";"20";"avg_depth";"100";"1.0";"False";"276510";"2020-03-18 18:25:59.318957+00:00";"23142"
"20";"47";"[[2, 1], [6, 1], [12, 1], [4, 2], [5, 2], [8, 2], [11, 2], [12, 2], [12, 3], [6, 4], [7, 4], [9, 4], [11, 5], [8, 7], [11, 7], [11, 8], [10, 9], [12, 9], [11, 10], [12, 11]]";"20";"avg_depth";"100";"3.0";"False";"240789";"2020-03-18 18:20:51.728368+00:00";"23111"
"20";"47";"[[2, 1], [8, 1], [10, 2], [11, 2], [4, 3], [6, 3], [7, 3], [9, 3], [10, 3], [11, 3], [12, 3], [6, 4], [9, 5], [10, 5], [11, 5], [11, 8], [11, 9], [12, 9], [11, 10], [12, 11]]";"20";"avg_depth";"100";"4.0";"False";"229944";"2020-03-18 18:15:32.514714+00:00";"23102"
"12";"67";"[[2, 1], [6, 1], [11, 1], [6, 2], [8, 2], [10, 2], [11, 2], [9, 3], [12, 3], [6, 4], [10, 4], [12, 4], [6, 5], [8, 5], [10, 5], [9, 6], [9, 8], [12, 8], [10, 9], [12, 9]]";"20";"avg_depth";"100";"2.0";"False";"345871";"2020-03-18 18:09:37.759575+00:00";"23097"
"14";"63";"[[2, 1], [6, 1], [8, 1], [10, 1], [4, 2], [6, 2], [7, 2], [11, 2], [5, 3], [10, 4], [12, 4], [7, 5], [9, 5], [10, 5], [11, 5], [10, 7], [10, 8], [11, 10], [12, 10], [12, 11]]";"20";"avg_depth";"100";"2.0";"False";"342422";"2020-03-18 18:03:14.155949+00:00";"23096"
"14";"61";"[[3, 1], [4, 1], [12, 1], [5, 2], [6, 2], [8, 2], [12, 2], [4, 3], [10, 3], [8, 4], [11, 4], [6, 5], [9, 5], [10, 6], [8, 7], [11, 7], [9, 8], [12, 8], [11, 9], [12, 10]]";"20";"avg_depth";"100";"3.0";"False";"302678";"2020-03-18 17:58:03.000547+00:00";"23094"
"18";"53";"[[2, 1], [9, 1], [12, 1], [10, 2], [11, 2], [13, 2], [4, 3], [9, 3], [10, 3], [11, 3], [12, 3], [7, 5], [14, 5], [9, 6], [10, 6], [14, 6], [9, 7], [10, 9], [14, 9], [13, 11]]";"20";"avg_depth";"100";"3.0";"False";"283537";"2020-03-18 17:52:45.926785+00:00";"23307"
"18";"53";"[[3, 1], [12, 1], [6, 2], [8, 2], [9, 2], [12, 2], [8, 3], [12, 3], [9, 4], [10, 4], [11, 4], [12, 5], [7, 6], [8, 6], [11, 6], [9, 8], [10, 8], [10, 9], [11, 9], [12, 11]]";"20";"avg_depth";"100";"2.0";"False";"265041";"2020-03-18 17:47:54.017955+00:00";"23120"
"18";"53";"[[4, 1], [9, 1], [11, 1], [11, 2], [5, 3], [7, 3], [8, 3], [10, 3], [7, 4], [11, 4], [8, 5], [9, 5], [8, 6], [12, 6], [8, 7], [9, 7], [10, 8], [10, 9], [12, 10], [12, 11]]";"20";"avg_depth";"100";"2.0";"False";"264178";"2020-03-18 17:43:24.026200+00:00";"23090"
"29";"31";"[[4, 1], [8, 1], [9, 1], [11, 1], [8, 2], [5, 3], [10, 3], [12, 3], [5, 4], [6, 4], [6, 5], [10, 5], [11, 5], [9, 6], [11, 6], [9, 7], [11, 8], [10, 9], [11, 10], [12, 10]]";"20";"avg_depth";"100";"2.0";"False";"203158";"2020-03-18 17:38:17.212753+00:00";"23149"
"29";"31";"[[5, 1], [6, 1], [12, 1], [7, 2], [9, 2], [10, 2], [9, 3], [6, 4], [11, 4], [8, 5], [9, 5], [10, 5], [11, 5], [7, 6], [8, 6], [11, 7], [12, 7], [10, 8], [11, 8], [12, 10]]";"20";"avg_depth";"100";"1.0";"False";"221444";"2020-03-18 17:34:11.910386+00:00";"23089"
"18";"41";"[[3, 1], [4, 1], [5, 1], [8, 1], [12, 1], [3, 2], [8, 2], [4, 3], [7, 3], [6, 4], [7, 4], [11, 4], [12, 4], [12, 5], [7, 6], [11, 6], [9, 8], [10, 8], [11, 8], [11, 9]]";"20";"avg_depth";"100";"2.0";"False";"309511";"2020-03-18 17:29:40.409602+00:00";"23155"
"18";"41";"[[5, 1], [6, 1], [8, 1], [3, 2], [4, 2], [10, 2], [11, 2], [4, 3], [8, 3], [10, 3], [11, 4], [8, 5], [9, 5], [11, 5], [8, 6], [9, 6], [9, 7], [11, 7], [9, 8], [11, 9]]";"20";"avg_depth";"100";"2.0";"False";"246005";"2020-03-18 17:24:11.903981+00:00";"23077"
"21";"41";"[[2, 1], [5, 1], [8, 1], [9, 2], [6, 3], [9, 3], [10, 3], [5, 4], [6, 4], [11, 4], [12, 4], [8, 5], [9, 5], [12, 5], [12, 6], [9, 7], [10, 7], [9, 8], [12, 8], [11, 9]]";"20";"avg_depth";"100";"2.0";"False";"242288";"2020-03-18 17:19:36.514408+00:00";"23152"
"21";"41";"[[2, 1], [4, 1], [5, 1], [8, 1], [4, 2], [8, 2], [10, 2], [9, 3], [6, 4], [10, 4], [12, 4], [8, 5], [11, 5], [8, 7], [9, 7], [11, 7], [9, 8], [12, 8], [10, 9], [11, 10]]";"20";"avg_depth";"100";"1.0";"False";"284878";"2020-03-18 17:15:14.335241+00:00";"23131"
"21";"41";"[[2, 1], [3, 1], [5, 1], [10, 1], [11, 1], [5, 3], [10, 3], [7, 4], [7, 5], [8, 5], [10, 5], [11, 5], [7, 6], [11, 6], [8, 7], [9, 7], [10, 7], [10, 8], [10, 9], [11, 10]]";"20";"avg_depth";"100";"3.0";"False";"253334";"2020-03-18 17:09:07.821463+00:00";"23075"
"18";"43";"[[3, 1], [5, 1], [6, 1], [5, 2], [9, 2], [10, 2], [6, 3], [8, 3], [5, 4], [7, 4], [10, 4], [11, 4], [7, 5], [8, 5], [11, 5], [10, 7], [11, 7], [9, 8], [10, 9], [11, 9]]";"20";"avg_depth";"100";"2.0";"False";"269659";"2020-03-18 17:04:05.999075+00:00";"23073"
"13";"67";"[[2, 1], [3, 1], [9, 1], [10, 1], [3, 2], [8, 2], [10, 3], [11, 3], [5, 4], [9, 4], [10, 5], [9, 6], [10, 6], [11, 6], [8, 7], [9, 7], [11, 7], [10, 8], [10, 9], [11, 10]]";"20";"avg_depth";"100";"3.0";"False";"332144";"2020-03-18 16:59:30.536843+00:00";"23064"
"20";"38";"[[5, 1], [6, 1], [8, 1], [7, 2], [5, 3], [6, 3], [7, 3], [8, 3], [10, 3], [6, 4], [7, 4], [10, 4], [6, 5], [7, 6], [9, 6], [11, 6], [8, 7], [10, 7], [11, 9], [11, 10]]";"20";"avg_depth";"100";"2.0";"False";"237059";"2020-03-18 16:53:28.328951+00:00";"23045"
"11";"62";"[[6, 1], [7, 1], [3, 2], [6, 2], [7, 2], [8, 2], [4, 3], [6, 3], [11, 3], [5, 4], [6, 4], [8, 4], [6, 5], [8, 5], [10, 5], [11, 5], [8, 7], [9, 8], [10, 8], [11, 9]]";"20";"avg_depth";"100";"2.0";"False";"345090";"2020-03-18 16:48:00.394877+00:00";"23049"
"11";"62";"[[4, 1], [10, 1], [3, 2], [7, 2], [9, 2], [10, 2], [4, 3], [7, 3], [10, 3], [5, 4], [7, 4], [11, 4], [6, 5], [7, 5], [9, 5], [10, 5], [11, 5], [10, 7], [10, 8], [10, 9]]";"20";"avg_depth";"100";"2.0";"False";"333802";"2020-03-18 16:42:05.599113+00:00";"23043"
"19";"38";"[[3, 1], [9, 1], [12, 1], [5, 2], [11, 2], [4, 3], [7, 3], [9, 3], [5, 4], [6, 4], [7, 4], [8, 4], [7, 5], [7, 6], [8, 6], [11, 6], [9, 7], [11, 7], [9, 8], [11, 9]]";"20";"avg_depth";"100";"3.0";"False";"240847";"2020-03-18 16:38:00.796249+00:00";"23119"
"19";"38";"[[4, 1], [5, 1], [7, 1], [3, 2], [6, 2], [7, 2], [8, 2], [10, 2], [4, 3], [10, 3], [11, 3], [10, 4], [11, 4], [7, 5], [9, 5], [10, 5], [9, 8], [11, 8], [10, 9], [11, 9]]";"20";"avg_depth";"100";"2.0";"False";"279776";"2020-03-18 16:33:02.081656+00:00";"23041"
"27";"31";"[[3, 1], [4, 1], [4, 2], [9, 2], [12, 2], [5, 3], [12, 3], [5, 4], [6, 4], [7, 4], [10, 4], [6, 5], [12, 5], [13, 5], [9, 6], [12, 6], [11, 7], [9, 8], [11, 8], [11, 9]]";"20";"avg_depth";"100";"5.0";"False";"161808";"2020-03-18 16:29:33.635685+00:00";"23312"
"27";"31";"[[7, 1], [9, 1], [11, 1], [3, 2], [5, 2], [12, 2], [6, 3], [10, 3], [11, 3], [13, 3], [5, 4], [12, 4], [6, 5], [9, 5], [10, 6], [12, 6], [9, 7], [10, 7], [11, 10], [12, 11]]";"20";"avg_depth";"100";"2.0";"False";"253892";"2020-03-18 16:25:44.005778+00:00";"23248"
"27";"31";"[[4, 1], [8, 1], [10, 2], [11, 2], [12, 2], [13, 2], [10, 3], [13, 3], [5, 4], [9, 4], [10, 4], [13, 4], [6, 5], [7, 5], [7, 6], [12, 6], [8, 7], [9, 7], [11, 8], [13, 10]]";"20";"avg_depth";"100";"2.0";"False";"249770";"2020-03-18 16:20:38.247261+00:00";"23220"
"27";"31";"[[3, 1], [10, 1], [3, 2], [10, 2], [4, 3], [6, 3], [11, 3], [5, 4], [7, 4], [9, 4], [11, 4], [6, 5], [8, 5], [8, 7], [9, 7], [11, 7], [9, 8], [10, 8], [10, 9], [11, 9]]";"20";"avg_depth";"100";"3.0";"False";"222887";"2020-03-18 16:16:01.867053+00:00";"23038"
"12";"61";"[[3, 1], [7, 1], [10, 1], [3, 2], [7, 2], [8, 2], [5, 3], [7, 3], [9, 3], [10, 3], [11, 3], [7, 4], [7, 5], [10, 5], [11, 5], [9, 6], [10, 6], [10, 7], [11, 8], [11, 10]]";"20";"avg_depth";"100";"2.0";"False";"341671";"2020-03-18 16:10:14.164562+00:00";"23060"
"12";"61";"[[3, 1], [4, 1], [6, 1], [3, 2], [5, 2], [6, 2], [4, 3], [7, 3], [11, 3], [5, 4], [10, 4], [8, 5], [11, 5], [7, 6], [8, 6], [9, 6], [11, 6], [10, 7], [10, 8], [11, 10]]";"20";"avg_depth";"100";"2.0";"False";"340026";"2020-03-18 16:06:06.655267+00:00";"23036"
"21";"33";"[[9, 1], [4, 2], [5, 2], [6, 2], [7, 2], [9, 2], [6, 3], [8, 3], [9, 3], [6, 4], [6, 5], [7, 5], [8, 5], [10, 5], [7, 6], [9, 6], [11, 6], [9, 7], [11, 7], [9, 8]]";"20";"avg_depth";"100";"1.0";"False";"219004";"2020-03-18 16:01:05.241148+00:00";"23030"
"24";"30";"[[2, 1], [3, 1], [5, 1], [9, 1], [3, 2], [6, 2], [7, 2], [11, 2], [4, 3], [10, 3], [8, 4], [8, 5], [11, 5], [7, 6], [8, 6], [10, 6], [8, 7], [9, 7], [11, 9], [11, 10]]";"20";"avg_depth";"100";"1.0";"False";"264575";"2020-03-18 15:55:48.033163+00:00";"23027"
"19";"37";"[[3, 1], [4, 1], [12, 1], [5, 2], [6, 2], [9, 2], [11, 2], [6, 3], [8, 3], [9, 3], [7, 4], [9, 4], [12, 4], [8, 5], [10, 5], [10, 6], [8, 7], [10, 7], [11, 7], [11, 8]]";"20";"avg_depth";"100";"2.0";"False";"255267";"2020-03-18 15:52:21.553885+00:00";"23105"
"19";"37";"[[4, 1], [5, 1], [7, 1], [9, 1], [10, 1], [11, 1], [6, 2], [8, 2], [9, 2], [10, 2], [5, 3], [5, 4], [10, 5], [8, 6], [11, 6], [9, 7], [10, 7], [11, 7], [9, 8], [11, 10]]";"20";"avg_depth";"100";"2.0";"False";"274937";"2020-03-18 15:47:23.920434+00:00";"23020"
"26";"31";"[[4, 1], [7, 1], [8, 1], [12, 1], [8, 2], [9, 2], [11, 2], [4, 3], [5, 3], [11, 3], [12, 3], [9, 4], [10, 4], [7, 5], [12, 5], [8, 7], [10, 7], [12, 7], [11, 10], [12, 11]]";"20";"avg_depth";"100";"1.0";"False";"259756";"2020-03-18 15:42:30.385674+00:00";"23173"
"26";"31";"[[3, 1], [8, 1], [6, 2], [10, 2], [11, 2], [4, 3], [5, 3], [9, 3], [6, 4], [10, 4], [6, 5], [7, 5], [9, 5], [8, 6], [10, 6], [8, 7], [9, 8], [11, 8], [10, 9], [11, 9]]";"20";"avg_depth";"100";"2.0";"False";"212490";"2020-03-18 15:39:14.024492+00:00";"23018"
"12";"59";"[[2, 1], [5, 1], [9, 1], [3, 2], [5, 2], [6, 2], [11, 2], [6, 3], [5, 4], [6, 4], [10, 4], [8, 5], [9, 5], [8, 6], [9, 6], [10, 6], [8, 7], [10, 7], [11, 7], [10, 9]]";"20";"avg_depth";"100";"3.0";"False";"317976";"2020-03-18 15:34:23.265755+00:00";"23017"
"17";"47";"[[3, 1], [5, 1], [8, 1], [9, 1], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [7, 3], [7, 4], [9, 4], [10, 4], [9, 7], [10, 7], [11, 7], [10, 8], [10, 9], [11, 9], [11, 10]]";"20";"avg_depth";"100";"2.0";"False";"281882";"2020-03-18 15:28:48.446132+00:00";"23015"
"22";"33";"[[3, 1], [9, 1], [11, 1], [4, 2], [7, 2], [8, 2], [7, 3], [11, 3], [5, 4], [8, 4], [9, 4], [11, 4], [6, 5], [7, 5], [8, 5], [10, 5], [9, 7], [9, 8], [10, 9], [11, 9]]";"20";"avg_depth";"100";"2.0";"False";"258422";"2020-03-18 15:24:24.980228+00:00";"23013"
"13";"55";"[[3, 1], [4, 1], [6, 1], [10, 1], [11, 1], [8, 2], [11, 2], [9, 3], [10, 3], [6, 4], [10, 4], [6, 5], [7, 5], [8, 5], [10, 5], [7, 6], [10, 7], [11, 7], [11, 8], [10, 9]]";"20";"avg_depth";"100";"3.0";"False";"318175";"2020-03-18 15:18:09.068990+00:00";"23048"
"13";"55";"[[2, 1], [6, 1], [8, 1], [10, 1], [4, 2], [10, 2], [5, 3], [7, 3], [9, 3], [7, 4], [7, 5], [8, 5], [9, 5], [10, 5], [11, 5], [7, 6], [9, 6], [10, 6], [10, 9], [11, 9]]";"20";"avg_depth";"100";"3.0";"False";"307340";"2020-03-18 15:13:53.833012+00:00";"23011"
"27";"29";"[[4, 1], [6, 1], [8, 1], [9, 1], [11, 1], [12, 1], [10, 2], [12, 2], [9, 3], [11, 3], [6, 4], [10, 4], [11, 4], [8, 5], [11, 6], [12, 6], [11, 7], [10, 8], [12, 8], [10, 9]]";"20";"avg_depth";"100";"1.0";"False";"265544";"2020-03-18 15:08:55.616187+00:00";"23107"
"27";"29";"[[4, 1], [5, 1], [6, 1], [8, 1], [10, 1], [6, 2], [7, 2], [5, 3], [10, 3], [5, 4], [7, 5], [7, 6], [9, 6], [10, 6], [9, 7], [10, 7], [11, 7], [10, 8], [11, 8], [10, 9]]";"20";"avg_depth";"100";"1.0";"False";"259429";"2020-03-18 15:05:08.718253+00:00";"23040"
"27";"29";"[[2, 1], [6, 1], [6, 2], [7, 2], [8, 2], [9, 2], [10, 2], [7, 3], [11, 3], [6, 4], [11, 4], [9, 5], [10, 5], [11, 5], [8, 6], [11, 6], [10, 7], [11, 7], [9, 8], [10, 9]]";"20";"avg_depth";"100";"3.0";"False";"168742";"2020-03-18 15:01:03.352508+00:00";"23010"
"13";"49";"[[4, 1], [6, 1], [8, 1], [9, 1], [11, 1], [5, 2], [6, 2], [7, 2], [4, 3], [7, 3], [8, 3], [9, 3], [5, 4], [11, 4], [11, 5], [7, 6], [9, 7], [11, 7], [11, 8], [10, 9]]";"20";"avg_depth";"100";"2.0";"False";"337302";"2020-03-18 14:56:25.850685+00:00";"23009"
"15";"53";"[[2, 1], [3, 1], [5, 1], [6, 1], [9, 1], [10, 1], [3, 2], [6, 2], [7, 2], [8, 2], [11, 3], [10, 4], [8, 5], [8, 6], [8, 7], [10, 7], [11, 7], [12, 8], [12, 10], [12, 11]]";"20";"avg_depth";"100";"2.0";"False";"334422";"2020-03-18 14:49:23.684012+00:00";"23093"
"15";"53";"[[2, 1], [4, 1], [9, 1], [10, 1], [11, 1], [7, 2], [8, 2], [4, 3], [6, 4], [7, 4], [10, 4], [6, 5], [11, 5], [7, 6], [10, 6], [10, 7], [10, 8], [11, 8], [10, 9], [11, 10]]";"20";"avg_depth";"100";"2.0";"False";"299917";"2020-03-18 14:44:40.536438+00:00";"23008"
"11";"68";"[[4, 1], [7, 1], [8, 1], [10, 1], [7, 2], [9, 2], [11, 2], [4, 3], [8, 3], [5, 4], [6, 4], [10, 4], [7, 5], [9, 5], [11, 5], [7, 6], [10, 8], [11, 8], [10, 9], [11, 10]]";"20";"avg_depth";"100";"2.0";"False";"373820";"2020-03-18 14:39:00.421614+00:00";"23004"
"23";"31";"[[2, 1], [3, 1], [7, 1], [9, 1], [8, 2], [10, 2], [12, 2], [5, 3], [8, 3], [12, 3], [6, 4], [8, 5], [12, 5], [8, 6], [9, 6], [10, 6], [11, 6], [8, 7], [11, 7], [9, 8]]";"20";"avg_depth";"100";"1.0";"False";"251408";"2020-03-18 14:35:22.369885+00:00";"23126"
"23";"31";"[[3, 1], [5, 1], [6, 1], [10, 1], [11, 1], [9, 2], [6, 3], [7, 3], [10, 3], [6, 4], [10, 4], [8, 5], [9, 5], [10, 5], [11, 5], [8, 6], [9, 6], [11, 6], [10, 7], [11, 9]]";"20";"avg_depth";"100";"1.0";"False";"267466";"2020-03-18 14:31:18.047526+00:00";"23028"
"23";"31";"[[3, 1], [6, 1], [7, 1], [8, 1], [9, 1], [5, 2], [7, 2], [6, 3], [10, 3], [11, 3], [6, 4], [8, 4], [10, 4], [11, 4], [11, 5], [8, 6], [10, 6], [9, 7], [11, 9], [11, 10]]";"20";"avg_depth";"100";"1.0";"False";"283053";"2020-03-18 14:26:15.817125+00:00";"22991"
"23";"31";"[[5, 1], [10, 1], [11, 1], [3, 2], [4, 3], [5, 3], [6, 3], [7, 4], [8, 4], [9, 4], [11, 4], [6, 5], [8, 5], [9, 5], [11, 5], [10, 6], [8, 7], [9, 7], [10, 7], [11, 7]]";"20";"avg_depth";"100";"2.0";"False";"227232";"2020-03-18 14:22:12.384885+00:00";"22990"
"23";"26";"[[2, 1], [5, 1], [6, 1], [7, 1], [3, 2], [5, 2], [6, 2], [8, 2], [10, 2], [12, 2], [5, 3], [8, 3], [9, 3], [11, 3], [11, 4], [12, 4], [6, 5], [10, 6], [11, 9], [11, 10]]";"20";"avg_depth";"100";"1.0";"False";"302422";"2020-03-18 14:17:20.507126+00:00";"23103"
"23";"26";"[[2, 1], [3, 1], [4, 1], [7, 1], [10, 1], [4, 2], [7, 2], [11, 2], [4, 3], [5, 3], [8, 3], [7, 4], [11, 4], [6, 5], [7, 5], [11, 5], [9, 7], [10, 7], [9, 8], [10, 8]]";"20";"avg_depth";"100";"1.0";"False";"264373";"2020-03-18 14:12:56.862099+00:00";"22989"
"24";"24";"[[2, 1], [3, 1], [5, 1], [6, 1], [3, 2], [4, 2], [6, 2], [10, 2], [11, 2], [8, 3], [10, 3], [5, 4], [8, 4], [11, 4], [9, 5], [8, 6], [9, 6], [10, 6], [9, 7], [9, 8]]";"20";"avg_depth";"100";"4.0";"False";"189243";"2020-03-18 14:08:44.666465+00:00";"22987"
"16";"47";"[[3, 1], [9, 1], [4, 2], [5, 2], [11, 2], [5, 3], [6, 3], [7, 3], [5, 4], [7, 4], [8, 5], [9, 5], [11, 5], [9, 6], [10, 6], [11, 6], [8, 7], [10, 7], [9, 8], [10, 8]]";"20";"avg_depth";"100";"4.0";"False";"232577";"2020-03-18 14:04:42.021165+00:00";"23057"
"16";"47";"[[5, 1], [8, 1], [10, 1], [11, 1], [4, 2], [10, 2], [4, 3], [10, 3], [6, 4], [9, 4], [6, 5], [8, 5], [10, 5], [11, 5], [7, 6], [8, 6], [9, 7], [10, 7], [10, 8], [11, 10]]";"20";"avg_depth";"100";"2.0";"False";"287709";"2020-03-18 14:00:27.896835+00:00";"23005"
"16";"47";"[[2, 1], [8, 1], [3, 2], [4, 2], [9, 2], [7, 3], [9, 3], [10, 3], [11, 3], [5, 4], [7, 4], [6, 5], [8, 5], [9, 5], [8, 6], [9, 6], [10, 7], [11, 7], [11, 8], [11, 9]]";"20";"avg_depth";"100";"2.0";"False";"254849";"2020-03-18 13:55:32.596447+00:00";"22985"
"29";"29";"[[2, 1], [4, 1], [10, 1], [7, 2], [9, 2], [6, 3], [8, 3], [9, 3], [11, 3], [6, 4], [8, 4], [7, 5], [11, 5], [9, 6], [11, 6], [8, 7], [10, 7], [10, 9], [11, 9], [11, 10]]";"20";"avg_depth";"100";"2.0";"False";"192121";"2020-03-18 13:52:50.851932+00:00";"22994"
"29";"29";"[[8, 1], [9, 1], [3, 2], [5, 2], [7, 2], [8, 2], [10, 2], [11, 2], [11, 3], [6, 4], [9, 4], [10, 5], [11, 5], [8, 6], [8, 7], [11, 7], [10, 8], [11, 8], [10, 9], [11, 9]]";"20";"avg_depth";"100";"4.0";"False";"209227";"2020-03-18 13:47:13.454876+00:00";"22984"
"19";"41";"[[4, 1], [6, 1], [9, 1], [4, 2], [5, 2], [9, 2], [10, 2], [6, 3], [5, 4], [7, 4], [8, 4], [7, 5], [11, 5], [9, 6], [10, 6], [8, 7], [11, 7], [10, 8], [10, 9], [11, 9]]";"20";"avg_depth";"100";"2.0";"False";"300452";"2020-03-18 13:43:13.068540+00:00";"23032"
"19";"41";"[[3, 1], [5, 1], [8, 1], [9, 1], [4, 2], [5, 2], [7, 3], [10, 3], [7, 4], [8, 4], [6, 5], [10, 5], [7, 6], [8, 6], [10, 6], [11, 6], [9, 7], [11, 7], [10, 9], [11, 9]]";"20";"avg_depth";"100";"3.0";"False";"247028";"2020-03-18 13:37:02.952147+00:00";"23003"
"19";"41";"[[3, 1], [6, 1], [10, 1], [4, 2], [7, 2], [8, 2], [10, 2], [7, 3], [8, 4], [9, 4], [7, 5], [11, 5], [7, 6], [8, 6], [9, 6], [8, 7], [9, 7], [10, 7], [10, 8], [11, 10]]";"20";"avg_depth";"100";"1.0";"False";"272954";"2020-03-18 13:32:55.422722+00:00";"22981"
"13";"53";"[[4, 1], [5, 1], [6, 1], [7, 1], [6, 2], [9, 2], [11, 2], [4, 3], [5, 3], [11, 3], [7, 4], [9, 4], [10, 4], [11, 4], [12, 5], [7, 6], [9, 6], [8, 7], [12, 8], [11, 9]]";"20";"avg_depth";"100";"2.0";"False";"347728";"2020-03-18 13:27:59.206385+00:00";"23121"
"13";"53";"[[4, 1], [7, 1], [8, 1], [4, 2], [7, 2], [9, 2], [10, 2], [5, 3], [6, 3], [9, 3], [11, 3], [7, 4], [9, 4], [11, 4], [8, 5], [11, 5], [7, 6], [9, 8], [10, 9], [11, 10]]";"20";"avg_depth";"100";"1.0";"False";"323701";"2020-03-18 13:21:20.764310+00:00";"23070"
"13";"53";"[[7, 1], [10, 1], [3, 2], [4, 2], [8, 2], [4, 3], [5, 3], [8, 3], [10, 3], [6, 4], [9, 4], [7, 5], [9, 5], [10, 5], [7, 6], [9, 6], [10, 6], [9, 7], [9, 8], [10, 8]]";"20";"avg_depth";"100";"2.0";"False";"284802";"2020-03-18 13:16:54.231556+00:00";"22972"
"15";"43";"[[2, 1], [7, 1], [9, 1], [10, 1], [4, 2], [6, 2], [7, 2], [5, 3], [6, 3], [9, 3], [5, 4], [6, 5], [10, 5], [7, 6], [8, 6], [9, 6], [8, 7], [9, 7], [10, 7], [10, 9]]";"20";"avg_depth";"100";"1.0";"False";"287178";"2020-03-18 13:12:38.680786+00:00";"22963"
"26";"26";"[[2, 1], [3, 1], [4, 1], [7, 1], [10, 1], [4, 2], [6, 2], [5, 3], [6, 3], [7, 3], [9, 4], [10, 4], [6, 5], [8, 6], [9, 6], [8, 7], [10, 7], [9, 8], [10, 8], [10, 9]]";"20";"avg_depth";"100";"1.0";"False";"260052";"2020-03-18 13:07:40.311762+00:00";"22961"
"22";"26";"[[5, 1], [7, 1], [3, 2], [5, 2], [6, 2], [8, 2], [9, 2], [4, 3], [5, 3], [7, 3], [8, 3], [9, 3], [5, 4], [6, 4], [10, 4], [8, 5], [7, 6], [9, 7], [10, 8], [10, 9]]";"20";"avg_depth";"100";"1.0";"False";"247908";"2020-03-18 13:03:12.520783+00:00";"22949"
"12";"54";"[[5, 1], [8, 1], [9, 1], [4, 2], [7, 2], [9, 2], [10, 2], [4, 3], [8, 3], [5, 4], [6, 4], [8, 4], [7, 5], [8, 5], [7, 6], [9, 6], [10, 6], [9, 7], [10, 7], [10, 9]]";"20";"avg_depth";"100";"3.0";"False";"313295";"2020-03-18 12:58:39.034477+00:00";"22946"
