"rows";"cols";"tiles";"n_tiles";"external_id"
"14";"29";"[[2, 1], [3, 1], [5, 1], [7, 1], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [4, 3], [8, 3], [5, 4], [6, 4], [8, 4], [6, 5], [7, 5], [7, 6], [8, 6], [8, 7]]";"20";"22748"
"20";"22";"[[2, 1], [4, 1], [5, 1], [6, 1], [7, 1], [3, 2], [5, 2], [7, 2], [8, 2], [6, 3], [7, 3], [5, 4], [7, 4], [8, 4], [6, 5], [7, 5], [8, 5], [7, 6], [8, 6], [8, 7]]";"20";"22745"
"15";"28";"[[2, 1], [6, 1], [8, 1], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [4, 3], [5, 3], [7, 3], [8, 3], [5, 4], [7, 4], [8, 4], [8, 5], [7, 6], [8, 6], [8, 7]]";"20";"22742"
"12";"29";"[[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [8, 1], [3, 2], [4, 2], [5, 2], [6, 2], [8, 2], [6, 3], [7, 3], [8, 3], [6, 4], [7, 4], [8, 4], [6, 5], [7, 5], [8, 7]]";"20";"22741"
"9";"47";"[[2, 1], [3, 1], [5, 1], [6, 1], [8, 1], [3, 2], [8, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [6, 4], [7, 4], [8, 4], [6, 5], [7, 5], [8, 5], [7, 6], [8, 7]]";"20";"22739"
"19";"19";"[[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [5, 2], [6, 2], [7, 2], [8, 2], [4, 3], [6, 3], [7, 3], [8, 3], [6, 4], [7, 4], [8, 4], [7, 5], [8, 5], [8, 6]]";"20";"22733"
"10";"35";"[[2, 1], [3, 1], [5, 1], [6, 1], [7, 1], [3, 2], [5, 2], [6, 2], [7, 2], [4, 3], [5, 3], [6, 3], [8, 3], [5, 4], [6, 4], [7, 4], [8, 4], [6, 5], [8, 5], [7, 6]]";"20";"22732"
"12";"36";"[[3, 1], [5, 1], [6, 1], [7, 1], [8, 1], [3, 2], [6, 2], [7, 2], [8, 2], [6, 3], [7, 3], [8, 3], [5, 4], [6, 4], [8, 4], [6, 5], [8, 5], [7, 6], [8, 6], [8, 7]]";"20";"22726"
"8";"53";"[[2, 1], [4, 1], [5, 1], [6, 1], [7, 1], [3, 2], [4, 2], [6, 2], [8, 2], [4, 3], [7, 3], [8, 3], [5, 4], [7, 4], [8, 4], [7, 5], [8, 5], [7, 6], [8, 6], [8, 7]]";"20";"22724"
"17";"20";"[[3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [5, 4], [6, 4], [7, 5], [8, 5], [8, 7]]";"20";"22722"
"13";"29";"[[3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [3, 2], [4, 2], [5, 2], [7, 2], [8, 2], [5, 3], [6, 3], [7, 3], [5, 4], [6, 5], [8, 5], [7, 6], [8, 6], [8, 7]]";"20";"22743"
"13";"29";"[[2, 1], [5, 1], [6, 1], [7, 1], [8, 1], [3, 2], [6, 2], [7, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [5, 4], [7, 4], [8, 4], [6, 5], [7, 5], [8, 5], [7, 6]]";"20";"22721"
"13";"29";"[[4, 1], [5, 1], [6, 1], [7, 1], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [5, 4], [6, 4], [6, 5], [7, 5], [8, 5], [8, 7]]";"20";"22720"
"17";"25";"[[2, 1], [5, 1], [6, 1], [7, 1], [3, 2], [4, 2], [8, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [5, 4], [6, 4], [8, 4], [6, 5], [7, 5], [8, 5], [8, 6], [8, 7]]";"20";"22746"
"17";"25";"[[3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [3, 2], [5, 2], [6, 2], [4, 3], [7, 3], [8, 3], [6, 4], [8, 4], [6, 5], [7, 5], [8, 5], [7, 6], [8, 6], [8, 7]]";"20";"22716"
"8";"49";"[[3, 1], [5, 1], [6, 1], [7, 1], [8, 1], [3, 2], [4, 2], [7, 2], [8, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [6, 4], [8, 4], [7, 5], [8, 5], [7, 6], [8, 7]]";"20";"22712"
"12";"33";"[[2, 1], [3, 1], [4, 1], [5, 1], [7, 1], [8, 1], [3, 2], [6, 2], [7, 2], [5, 3], [7, 3], [5, 4], [6, 4], [7, 4], [8, 4], [6, 5], [7, 5], [8, 5], [7, 6], [8, 6]]";"20";"22767"
"12";"33";"[[3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [3, 2], [4, 2], [5, 2], [7, 2], [8, 2], [4, 3], [5, 3], [7, 3], [7, 4], [8, 4], [6, 5], [7, 5], [8, 5], [8, 6], [8, 7]]";"20";"22710"
"11";"37";"[[2, 1], [3, 1], [5, 1], [6, 1], [8, 1], [3, 2], [6, 2], [7, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [5, 4], [7, 4], [8, 4], [7, 5], [7, 6], [8, 6], [8, 7]]";"20";"22761"
"11";"37";"[[2, 1], [3, 1], [4, 1], [5, 1], [7, 1], [8, 1], [4, 2], [5, 2], [7, 2], [8, 2], [4, 3], [5, 3], [6, 4], [7, 4], [6, 5], [7, 5], [8, 5], [7, 6], [8, 6], [8, 7]]";"20";"22709"
"12";"30";"[[2, 1], [3, 1], [4, 1], [5, 1], [7, 1], [8, 1], [3, 2], [6, 2], [7, 2], [4, 3], [5, 3], [7, 3], [8, 3], [5, 4], [6, 4], [7, 4], [6, 5], [7, 5], [7, 6], [8, 6]]";"20";"22706"
"11";"34";"[[4, 1], [5, 1], [7, 1], [8, 1], [3, 2], [4, 2], [5, 2], [7, 2], [8, 2], [4, 3], [5, 3], [6, 3], [8, 3], [5, 4], [7, 4], [8, 4], [6, 5], [7, 5], [8, 5], [7, 6]]";"20";"22703"
"16";"24";"[[3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [5, 2], [6, 2], [7, 2], [8, 2], [5, 3], [6, 3], [7, 3], [5, 4], [7, 4], [8, 4], [7, 5], [8, 5], [7, 6], [8, 6]]";"20";"22701"
"15";"25";"[[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [8, 1], [5, 2], [6, 2], [7, 2], [8, 2], [4, 3], [5, 3], [7, 3], [6, 4], [7, 4], [6, 5], [7, 5], [8, 5], [7, 6], [8, 6]]";"20";"22700"
"21";"21";"[[3, 1], [5, 1], [6, 1], [3, 2], [4, 2], [6, 2], [7, 2], [8, 2], [4, 3], [5, 3], [8, 3], [5, 4], [6, 4], [7, 4], [8, 4], [6, 5], [8, 5], [7, 6], [8, 6], [8, 7]]";"20";"22699"
"8";"43";"[[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [8, 1], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [4, 3], [6, 3], [7, 3], [6, 4], [7, 4], [6, 5], [7, 5], [7, 6], [8, 7]]";"20";"22714"
"8";"43";"[[3, 1], [4, 1], [5, 1], [6, 1], [8, 1], [3, 2], [4, 2], [6, 2], [7, 2], [8, 2], [4, 3], [6, 3], [7, 3], [8, 3], [5, 4], [6, 4], [7, 4], [8, 4], [7, 5], [8, 6]]";"20";"22698"
"14";"31";"[[2, 1], [3, 1], [6, 1], [7, 1], [4, 2], [5, 2], [6, 2], [7, 2], [4, 3], [6, 3], [7, 3], [8, 3], [5, 4], [6, 4], [8, 4], [7, 5], [8, 5], [7, 6], [8, 6], [8, 7]]";"20";"22728"
"14";"31";"[[2, 1], [4, 1], [5, 1], [6, 1], [7, 1], [3, 2], [4, 2], [7, 2], [8, 2], [6, 3], [7, 3], [8, 3], [6, 4], [7, 4], [6, 5], [7, 5], [8, 5], [7, 6], [8, 6], [8, 7]]";"20";"22695"
"10";"41";"[[3, 1], [4, 1], [5, 1], [6, 1], [8, 1], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [5, 3], [6, 3], [5, 4], [7, 4], [8, 4], [7, 5], [8, 5], [7, 6], [8, 6], [8, 7]]";"20";"22725"
"10";"41";"[[3, 1], [4, 1], [6, 1], [7, 1], [8, 1], [3, 2], [5, 2], [7, 2], [8, 2], [4, 3], [6, 3], [7, 3], [8, 3], [5, 4], [8, 4], [6, 5], [7, 5], [8, 5], [8, 6], [8, 7]]";"20";"22702"
"10";"41";"[[3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [4, 2], [6, 2], [7, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [5, 4], [8, 4], [6, 5], [7, 5], [8, 5], [8, 6], [8, 7]]";"20";"22694"
"8";"50";"[[4, 1], [5, 1], [6, 1], [8, 1], [3, 2], [4, 2], [6, 2], [7, 2], [8, 2], [4, 3], [5, 3], [7, 3], [8, 3], [5, 4], [7, 4], [8, 4], [6, 5], [7, 5], [8, 6], [8, 7]]";"20";"22737"
"8";"50";"[[2, 1], [3, 1], [5, 1], [6, 1], [7, 1], [3, 2], [4, 2], [6, 2], [7, 2], [8, 2], [5, 3], [7, 3], [5, 4], [6, 4], [7, 4], [8, 4], [7, 5], [7, 6], [8, 6], [8, 7]]";"20";"22696"
"8";"50";"[[2, 1], [3, 1], [5, 1], [6, 1], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [4, 3], [7, 3], [8, 3], [5, 4], [6, 4], [7, 4], [6, 5], [7, 5], [8, 5], [7, 6], [8, 6]]";"20";"22688"
"9";"43";"[[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [7, 2], [8, 2], [9, 2], [7, 3], [8, 3], [5, 4], [7, 4], [8, 4], [6, 5], [7, 5], [7, 6], [9, 7]]";"20";"22822"
"9";"43";"[[2, 1], [3, 1], [4, 1], [5, 1], [7, 1], [8, 1], [9, 1], [3, 2], [8, 2], [9, 2], [4, 3], [5, 3], [7, 3], [8, 3], [5, 4], [8, 4], [9, 4], [6, 5], [8, 7], [9, 7]]";"20";"22807"
"9";"43";"[[2, 1], [3, 1], [4, 1], [5, 1], [8, 1], [4, 2], [5, 2], [7, 2], [8, 2], [5, 3], [6, 3], [7, 3], [8, 3], [5, 4], [6, 4], [8, 4], [6, 5], [7, 5], [7, 6], [8, 7]]";"20";"22756"
"9";"43";"[[2, 1], [5, 1], [6, 1], [7, 1], [8, 1], [3, 2], [4, 2], [7, 2], [8, 2], [4, 3], [5, 3], [7, 3], [5, 4], [6, 4], [7, 4], [8, 4], [6, 5], [7, 5], [7, 6], [8, 7]]";"20";"22707"
"9";"43";"[[2, 1], [4, 1], [5, 1], [7, 1], [3, 2], [4, 2], [5, 2], [7, 2], [8, 2], [4, 3], [6, 3], [7, 3], [8, 3], [5, 4], [7, 4], [8, 4], [6, 5], [8, 5], [7, 6], [8, 6]]";"20";"22687"
"9";"41";"[[2, 1], [4, 1], [6, 1], [7, 1], [8, 1], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [4, 3], [5, 3], [6, 3], [6, 4], [7, 4], [8, 4], [6, 5], [7, 5], [8, 5], [8, 6]]";"20";"22686"
"11";"38";"[[2, 1], [3, 1], [5, 1], [6, 1], [9, 1], [5, 2], [6, 2], [7, 2], [9, 2], [5, 3], [6, 3], [8, 3], [9, 3], [5, 4], [7, 4], [8, 4], [6, 5], [7, 5], [9, 6], [8, 7]]";"20";"22816"
"11";"38";"[[3, 1], [4, 1], [5, 1], [7, 1], [8, 1], [3, 2], [5, 2], [7, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [7, 4], [8, 4], [6, 5], [7, 5], [7, 6], [8, 6], [8, 7]]";"20";"22684"
"8";"47";"[[2, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [4, 2], [5, 2], [6, 2], [7, 2], [4, 3], [6, 3], [7, 3], [8, 3], [6, 4], [8, 4], [6, 5], [7, 5], [8, 6], [8, 7]]";"20";"22731"
"8";"47";"[[4, 1], [5, 1], [6, 1], [7, 1], [3, 2], [5, 2], [6, 2], [7, 2], [8, 2], [4, 3], [5, 3], [7, 3], [8, 3], [5, 4], [6, 4], [7, 4], [8, 4], [6, 5], [7, 6], [8, 6]]";"20";"22711"
"8";"47";"[[3, 1], [5, 1], [7, 1], [8, 1], [3, 2], [4, 2], [5, 2], [7, 2], [8, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [6, 4], [8, 4], [6, 5], [7, 5], [8, 5], [8, 6]]";"20";"22704"
"8";"47";"[[2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [3, 2], [5, 2], [6, 2], [8, 2], [4, 3], [6, 3], [7, 3], [5, 4], [7, 4], [8, 4], [6, 5], [8, 5], [8, 6], [8, 7]]";"20";"22693"
"8";"47";"[[2, 1], [3, 1], [4, 1], [6, 1], [7, 1], [4, 2], [5, 2], [6, 2], [8, 2], [5, 3], [6, 3], [8, 3], [5, 4], [6, 4], [7, 4], [8, 4], [6, 5], [7, 5], [8, 5], [7, 6]]";"20";"22683"
"12";"31";"[[2, 1], [4, 1], [6, 1], [7, 1], [8, 1], [3, 2], [5, 2], [6, 2], [7, 2], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [5, 4], [6, 4], [6, 5], [7, 5], [8, 6], [8, 7]]";"20";"22682"
"11";"35";"[[2, 1], [3, 1], [4, 1], [5, 1], [7, 1], [8, 1], [4, 2], [6, 2], [8, 2], [4, 3], [5, 3], [8, 3], [5, 4], [6, 4], [7, 4], [8, 4], [7, 5], [8, 5], [7, 6], [8, 6]]";"20";"22775"
"11";"35";"[[2, 1], [3, 1], [4, 1], [6, 1], [8, 1], [3, 2], [5, 2], [7, 2], [8, 2], [4, 3], [5, 3], [6, 3], [5, 4], [6, 4], [8, 4], [6, 5], [7, 5], [8, 5], [7, 6], [8, 6]]";"20";"22729"
"11";"35";"[[3, 1], [4, 1], [7, 1], [8, 1], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [4, 3], [5, 3], [6, 3], [6, 4], [7, 4], [8, 4], [6, 5], [8, 5], [7, 6], [8, 7]]";"20";"22685"
"11";"35";"[[2, 1], [3, 1], [4, 1], [7, 1], [8, 1], [3, 2], [4, 2], [5, 2], [7, 2], [4, 3], [6, 3], [7, 3], [8, 3], [5, 4], [6, 4], [7, 4], [8, 4], [8, 5], [8, 6], [8, 7]]";"20";"22681"
"47";"59";"[[15, 1], [3, 2], [11, 2], [12, 2], [15, 2], [16, 2], [22, 2], [17, 5], [7, 6], [16, 6], [18, 6], [15, 9], [12, 11], [20, 11], [13, 12], [23, 13], [17, 14], [22, 15], [23, 15], [23, 18]]";"20";"31281"
"31";"93";"[[13, 1], [19, 1], [4, 2], [12, 2], [17, 2], [20, 3], [11, 4], [12, 4], [23, 4], [9, 5], [20, 9], [17, 10], [15, 12], [17, 12], [21, 12], [22, 12], [18, 13], [17, 14], [21, 18], [22, 18]]";"20";"31212"
"37";"61";"[[22, 2], [6, 4], [11, 4], [14, 4], [18, 4], [7, 5], [11, 5], [16, 5], [18, 5], [8, 6], [18, 6], [21, 6], [22, 7], [14, 8], [21, 8], [22, 8], [17, 11], [15, 12], [20, 13], [17, 14]]";"20";"31201"
"44";"71";"[[4, 1], [5, 3], [12, 3], [16, 3], [15, 6], [11, 7], [12, 7], [15, 7], [16, 7], [17, 7], [23, 7], [20, 9], [16, 10], [13, 11], [15, 11], [22, 11], [16, 12], [21, 16], [22, 19], [23, 19]]";"20";"31197"
"38";"67";"[[3, 1], [11, 1], [14, 1], [14, 2], [15, 3], [21, 3], [9, 4], [9, 5], [13, 5], [11, 6], [19, 6], [15, 8], [16, 9], [22, 10], [16, 12], [17, 12], [23, 12], [23, 13], [15, 14], [23, 17]]";"20";"31196"
"38";"39";"[[16, 1], [17, 1], [8, 2], [4, 3], [6, 3], [8, 3], [9, 3], [15, 3], [20, 3], [5, 4], [6, 4], [15, 4], [12, 6], [21, 6], [15, 7], [16, 7], [13, 8], [15, 10], [15, 12], [21, 14]]";"20";"31193"
"31";"65";"[[5, 2], [22, 2], [23, 2], [7, 3], [13, 3], [7, 4], [9, 4], [8, 5], [14, 5], [15, 5], [18, 5], [23, 5], [11, 6], [15, 6], [10, 7], [15, 8], [21, 11], [15, 13], [17, 15], [22, 17]]";"20";"31187"
"23";"85";"[[4, 1], [18, 1], [19, 1], [10, 2], [16, 2], [20, 2], [15, 3], [5, 4], [18, 4], [7, 6], [22, 6], [11, 7], [22, 7], [11, 9], [14, 10], [13, 12], [16, 12], [17, 13], [18, 13], [17, 14]]";"20";"31184"
"40";"57";"[[9, 1], [19, 1], [21, 1], [6, 2], [17, 2], [23, 2], [4, 3], [11, 3], [11, 4], [22, 5], [11, 6], [13, 8], [17, 8], [14, 9], [12, 10], [17, 10], [21, 11], [19, 14], [22, 15], [23, 17]]";"20";"31181"
"32";"76";"[[8, 1], [14, 1], [21, 1], [22, 1], [4, 2], [13, 3], [5, 4], [7, 4], [13, 4], [16, 5], [22, 5], [12, 9], [13, 9], [22, 10], [15, 11], [18, 12], [16, 13], [17, 15], [19, 18], [21, 19]]";"20";"31179"
"47";"68";"[[17, 1], [7, 2], [11, 2], [6, 3], [23, 3], [18, 5], [20, 5], [20, 6], [15, 7], [19, 7], [10, 9], [21, 10], [16, 11], [17, 12], [20, 13], [16, 14], [23, 14], [19, 15], [21, 17], [20, 19]]";"20";"31354"
"21";"96";"[[11, 1], [13, 1], [18, 1], [21, 1], [9, 2], [10, 2], [16, 2], [21, 3], [8, 4], [21, 5], [11, 6], [12, 7], [16, 8], [18, 8], [12, 10], [14, 10], [17, 12], [18, 13], [16, 15], [19, 17]]";"20";"31175"
"32";"84";"[[17, 1], [8, 2], [14, 2], [17, 2], [22, 2], [5, 3], [17, 3], [21, 3], [18, 4], [21, 4], [16, 5], [11, 8], [19, 8], [22, 8], [18, 9], [18, 12], [19, 12], [19, 18], [20, 19], [22, 20]]";"20";"31172"
"34";"101";"[[19, 3], [22, 3], [11, 5], [11, 7], [14, 7], [20, 7], [14, 8], [15, 8], [17, 8], [18, 8], [22, 8], [18, 9], [11, 10], [19, 10], [22, 10], [17, 12], [17, 15], [22, 16], [19, 18], [22, 19]]";"20";"31169"
"43";"61";"[[8, 1], [12, 1], [7, 2], [16, 2], [5, 4], [8, 4], [8, 5], [13, 5], [22, 5], [15, 6], [18, 7], [19, 8], [20, 8], [16, 9], [14, 10], [17, 11], [18, 12], [17, 15], [20, 19], [22, 20]]";"20";"31168"
"29";"114";"[[8, 1], [13, 1], [6, 2], [12, 2], [11, 3], [14, 3], [21, 8], [22, 8], [17, 9], [18, 9], [12, 10], [20, 10], [22, 10], [18, 11], [19, 11], [19, 12], [17, 14], [20, 15], [20, 17], [22, 21]]";"20";"31167"
"23";"107";"[[9, 1], [15, 1], [3, 2], [18, 2], [22, 2], [22, 3], [7, 4], [11, 4], [13, 4], [16, 6], [21, 7], [16, 8], [22, 8], [17, 9], [19, 9], [21, 9], [19, 11], [22, 13], [19, 14], [20, 17]]";"20";"31162"
"29";"74";"[[13, 1], [16, 1], [4, 2], [8, 2], [10, 2], [8, 3], [11, 3], [21, 3], [6, 4], [8, 4], [9, 5], [12, 5], [14, 6], [16, 6], [18, 11], [15, 13], [17, 13], [18, 14], [18, 17], [22, 20]]";"20";"31161"
"32";"81";"[[8, 1], [8, 2], [14, 2], [22, 2], [9, 3], [21, 3], [9, 4], [17, 4], [8, 5], [15, 5], [18, 5], [15, 6], [8, 7], [9, 8], [22, 10], [17, 13], [22, 14], [22, 17], [20, 18], [22, 18]]";"20";"31159"
"35";"82";"[[11, 1], [12, 1], [13, 1], [18, 1], [16, 2], [19, 2], [6, 3], [22, 4], [9, 5], [15, 6], [15, 8], [10, 9], [22, 10], [22, 11], [18, 12], [19, 13], [22, 13], [22, 14], [22, 18], [20, 19]]";"20";"31158"
"25";"79";"[[5, 1], [7, 1], [13, 1], [21, 3], [8, 4], [12, 4], [16, 4], [19, 4], [21, 4], [22, 4], [11, 7], [14, 7], [9, 8], [10, 8], [13, 9], [19, 9], [12, 10], [20, 10], [16, 13], [22, 16]]";"20";"31156"
"26";"80";"[[10, 1], [17, 1], [5, 2], [9, 2], [12, 3], [15, 3], [16, 4], [13, 5], [7, 6], [8, 7], [21, 7], [11, 8], [21, 8], [12, 9], [14, 9], [20, 9], [13, 12], [16, 12], [22, 13], [19, 14]]";"20";"31155"
"42";"51";"[[5, 1], [6, 1], [12, 2], [6, 3], [7, 3], [12, 3], [14, 4], [19, 4], [20, 4], [21, 4], [8, 5], [13, 6], [19, 8], [18, 9], [15, 10], [21, 10], [16, 11], [17, 11], [19, 14], [21, 15]]";"20";"31152"
"31";"68";"[[3, 2], [6, 2], [9, 2], [13, 2], [13, 3], [8, 4], [19, 4], [8, 5], [13, 5], [11, 6], [11, 8], [11, 9], [15, 9], [20, 9], [21, 9], [11, 10], [21, 10], [16, 13], [16, 14], [19, 15]]";"20";"31150"
"43";"68";"[[23, 1], [8, 2], [9, 3], [12, 3], [13, 3], [9, 4], [18, 4], [18, 5], [19, 5], [23, 6], [10, 7], [23, 7], [10, 9], [23, 9], [16, 11], [15, 14], [19, 14], [21, 16], [22, 17], [22, 21]]";"20";"31248"
"53";"59";"[[17, 2], [12, 3], [18, 4], [22, 5], [13, 6], [14, 6], [15, 6], [17, 7], [14, 8], [17, 8], [11, 9], [16, 10], [17, 10], [14, 12], [21, 12], [16, 13], [21, 14], [16, 15], [19, 17], [19, 18]]";"20";"31146"
"28";"97";"[[16, 1], [18, 1], [22, 1], [7, 2], [10, 2], [12, 3], [15, 3], [17, 3], [20, 4], [17, 5], [24, 5], [25, 6], [9, 8], [12, 9], [18, 10], [25, 10], [21, 11], [23, 14], [23, 16], [24, 22]]";"20";"31427"
"31";"82";"[[17, 1], [4, 3], [8, 3], [13, 3], [15, 3], [16, 3], [21, 4], [9, 5], [10, 7], [12, 7], [14, 7], [21, 7], [9, 8], [22, 8], [19, 12], [22, 12], [21, 13], [15, 14], [19, 14], [20, 17]]";"20";"31140"
"38";"61";"[[6, 1], [9, 1], [15, 1], [17, 2], [22, 3], [22, 4], [15, 5], [14, 6], [15, 7], [17, 7], [18, 7], [19, 7], [11, 8], [16, 8], [13, 9], [21, 10], [14, 11], [15, 12], [16, 14], [21, 17]]";"20";"31135"
"41";"53";"[[22, 1], [6, 2], [22, 2], [7, 3], [14, 3], [19, 3], [10, 5], [20, 5], [7, 6], [20, 6], [14, 7], [11, 8], [12, 8], [15, 8], [11, 9], [15, 9], [14, 10], [16, 13], [20, 14], [21, 19]]";"20";"31132"
"22";"65";"[[4, 1], [14, 1], [22, 1], [11, 2], [12, 2], [4, 3], [6, 3], [16, 3], [12, 4], [20, 4], [12, 5], [13, 5], [11, 6], [21, 6], [9, 7], [10, 8], [16, 9], [13, 10], [16, 11], [19, 12]]";"20";"31122"
"43";"59";"[[6, 1], [14, 2], [15, 2], [20, 2], [10, 4], [13, 4], [20, 4], [21, 4], [15, 5], [22, 5], [10, 6], [13, 6], [8, 7], [21, 9], [13, 10], [18, 12], [15, 14], [21, 16], [21, 17], [20, 18]]";"20";"31121"
"42";"65";"[[2, 1], [11, 2], [11, 3], [22, 3], [5, 4], [11, 4], [16, 4], [17, 5], [21, 5], [13, 8], [18, 8], [21, 8], [11, 9], [17, 9], [19, 9], [22, 11], [21, 12], [17, 14], [20, 15], [22, 19]]";"20";"31120"
"27";"73";"[[7, 1], [11, 2], [8, 3], [17, 3], [22, 3], [10, 4], [13, 4], [15, 4], [7, 5], [10, 6], [18, 7], [19, 7], [10, 8], [10, 9], [14, 9], [21, 9], [16, 10], [19, 10], [15, 12], [20, 14]]";"20";"31119"
"34";"75";"[[8, 1], [17, 1], [9, 2], [11, 2], [22, 2], [9, 4], [14, 4], [7, 6], [18, 6], [20, 6], [13, 8], [18, 10], [20, 10], [14, 11], [16, 11], [22, 11], [20, 12], [16, 13], [17, 15], [20, 16]]";"20";"31118"
"42";"43";"[[12, 1], [15, 1], [3, 2], [13, 2], [22, 2], [5, 3], [9, 3], [22, 3], [18, 4], [14, 5], [7, 6], [16, 6], [9, 7], [16, 8], [12, 10], [16, 11], [20, 11], [15, 12], [17, 12], [16, 14]]";"20";"31110"
"31";"62";"[[18, 1], [19, 1], [3, 2], [13, 2], [4, 3], [5, 3], [17, 3], [8, 4], [12, 4], [8, 5], [10, 5], [14, 7], [17, 7], [15, 8], [21, 9], [15, 10], [16, 13], [18, 13], [19, 13], [16, 15]]";"20";"31105"
"26";"91";"[[14, 1], [16, 1], [22, 1], [3, 2], [22, 2], [4, 3], [9, 4], [14, 4], [20, 5], [7, 6], [12, 7], [20, 7], [12, 8], [14, 9], [17, 10], [21, 10], [20, 14], [18, 16], [19, 16], [20, 16]]";"20";"31104"
"37";"58";"[[4, 1], [9, 1], [11, 1], [14, 1], [3, 2], [9, 2], [17, 2], [16, 3], [18, 3], [9, 4], [14, 6], [19, 7], [12, 8], [14, 8], [20, 10], [13, 12], [19, 12], [18, 14], [21, 14], [21, 17]]";"20";"31102"
"42";"53";"[[9, 1], [14, 1], [21, 1], [8, 2], [21, 2], [7, 3], [21, 3], [17, 4], [24, 4], [6, 5], [12, 5], [15, 5], [21, 5], [22, 7], [19, 8], [24, 11], [18, 12], [24, 12], [20, 13], [17, 16]]";"20";"31289"
"32";"90";"[[16, 1], [21, 1], [10, 2], [9, 3], [21, 3], [6, 5], [12, 5], [20, 5], [22, 5], [9, 8], [12, 8], [22, 9], [16, 10], [14, 11], [20, 11], [17, 12], [19, 12], [19, 18], [20, 18], [21, 19]]";"20";"31099"
"28";"74";"[[6, 2], [22, 2], [15, 3], [7, 4], [8, 4], [17, 4], [6, 5], [8, 7], [9, 7], [16, 7], [18, 7], [13, 8], [16, 8], [10, 9], [17, 9], [18, 10], [12, 11], [13, 11], [20, 13], [19, 14]]";"20";"31098"
"47";"55";"[[4, 1], [4, 2], [19, 2], [8, 3], [18, 3], [14, 4], [15, 4], [20, 4], [22, 4], [9, 6], [19, 6], [22, 6], [12, 9], [18, 12], [16, 13], [20, 13], [15, 14], [18, 14], [21, 15], [19, 16]]";"20";"31095"
"43";"62";"[[7, 1], [3, 2], [19, 2], [11, 3], [12, 4], [20, 4], [22, 4], [17, 5], [20, 7], [9, 8], [11, 8], [20, 9], [15, 10], [17, 10], [13, 11], [17, 12], [19, 13], [19, 14], [19, 15], [21, 16]]";"20";"31094"
"25";"72";"[[2, 1], [5, 1], [3, 2], [9, 2], [14, 2], [15, 2], [22, 2], [5, 4], [7, 4], [13, 4], [19, 5], [21, 5], [16, 6], [21, 6], [22, 7], [13, 8], [14, 12], [17, 13], [20, 13], [17, 14]]";"20";"31092"
"46";"56";"[[2, 1], [13, 1], [15, 1], [4, 2], [20, 2], [8, 3], [20, 3], [12, 4], [13, 5], [22, 5], [20, 6], [9, 7], [12, 8], [20, 9], [22, 10], [16, 11], [16, 13], [24, 13], [24, 16], [24, 18]]";"20";"31345"
"23";"92";"[[4, 1], [13, 1], [4, 2], [7, 2], [13, 2], [20, 2], [9, 4], [15, 4], [15, 5], [11, 6], [16, 6], [16, 7], [13, 9], [20, 9], [12, 10], [15, 10], [14, 12], [21, 12], [21, 13], [18, 17]]";"20";"31089"
"29";"86";"[[19, 1], [21, 1], [15, 2], [5, 3], [6, 5], [18, 5], [8, 6], [10, 6], [9, 8], [11, 8], [21, 8], [22, 8], [11, 9], [19, 9], [11, 10], [17, 10], [20, 13], [21, 13], [18, 14], [19, 18]]";"20";"31087"
