"job_id","puzzle_id","num_tiles","board_width","board_height","tiles","start","end","their_id"
"51576","51576","20","12","37","[{""X"":3,""Y"":1},{""X"":4,""Y"":1},{""X"":7,""Y"":1},{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":5,""Y"":2},{""X"":7,""Y"":2},{""X"":4,""Y"":3},{""X"":5,""Y"":3},{""X"":6,""Y"":3},{""X"":8,""Y"":3},{""X"":9,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":7,""Y"":4},{""X"":9,""Y"":4},{""X"":7,""Y"":5},{""X"":9,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":7}]","","","22856"
"51571","51571","20","13","32","[{""X"":2,""Y"":1},{""X"":3,""Y"":1},{""X"":4,""Y"":1},{""X"":5,""Y"":1},{""X"":6,""Y"":1},{""X"":7,""Y"":1},{""X"":9,""Y"":1},{""X"":3,""Y"":2},{""X"":5,""Y"":2},{""X"":6,""Y"":2},{""X"":4,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":7,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":7,""Y"":6},{""X"":8,""Y"":6},{""X"":9,""Y"":6},{""X"":8,""Y"":7}]","","","22858"
"51566","51566","20","14","46","[{""X"":3,""Y"":1},{""X"":5,""Y"":1},{""X"":3,""Y"":2},{""X"":9,""Y"":2},{""X"":5,""Y"":3},{""X"":6,""Y"":3},{""X"":8,""Y"":3},{""X"":9,""Y"":3},{""X"":6,""Y"":4},{""X"":7,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":6,""Y"":5},{""X"":8,""Y"":5},{""X"":9,""Y"":5},{""X"":8,""Y"":6},{""X"":9,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":9,""Y"":8}]","","","22875"
"51561","51561","20","10","61","[{""X"":2,""Y"":1},{""X"":3,""Y"":1},{""X"":7,""Y"":1},{""X"":8,""Y"":1},{""X"":3,""Y"":2},{""X"":5,""Y"":2},{""X"":6,""Y"":2},{""X"":10,""Y"":2},{""X"":5,""Y"":3},{""X"":7,""Y"":3},{""X"":5,""Y"":4},{""X"":8,""Y"":4},{""X"":7,""Y"":5},{""X"":9,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":6},{""X"":10,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":9}]","","","22883"
"51556","51556","20","20","29","[{""X"":7,""Y"":1},{""X"":8,""Y"":1},{""X"":10,""Y"":1},{""X"":3,""Y"":2},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":8,""Y"":2},{""X"":9,""Y"":2},{""X"":10,""Y"":2},{""X"":5,""Y"":3},{""X"":9,""Y"":3},{""X"":7,""Y"":4},{""X"":10,""Y"":4},{""X"":6,""Y"":5},{""X"":7,""Y"":5},{""X"":10,""Y"":5},{""X"":7,""Y"":6},{""X"":10,""Y"":6},{""X"":10,""Y"":7},{""X"":9,""Y"":8}]","","","22889"
"51551","51551","20","14","37","[{""X"":4,""Y"":1},{""X"":7,""Y"":1},{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":10,""Y"":1},{""X"":3,""Y"":2},{""X"":4,""Y"":2},{""X"":9,""Y"":2},{""X"":10,""Y"":2},{""X"":6,""Y"":3},{""X"":7,""Y"":3},{""X"":5,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":7,""Y"":5},{""X"":8,""Y"":5},{""X"":10,""Y"":5},{""X"":8,""Y"":7},{""X"":10,""Y"":8}]","","","22890"
"51546","51546","20","14","37","[{""X"":6,""Y"":1},{""X"":9,""Y"":1},{""X"":10,""Y"":1},{""X"":3,""Y"":2},{""X"":5,""Y"":2},{""X"":6,""Y"":2},{""X"":9,""Y"":2},{""X"":10,""Y"":2},{""X"":4,""Y"":3},{""X"":5,""Y"":3},{""X"":7,""Y"":3},{""X"":9,""Y"":3},{""X"":7,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":7,""Y"":6},{""X"":8,""Y"":6},{""X"":8,""Y"":7},{""X"":10,""Y"":7}]","","","22892"
"51541","51541","20","22","34","[{""X"":2,""Y"":1},{""X"":3,""Y"":1},{""X"":6,""Y"":1},{""X"":7,""Y"":1},{""X"":9,""Y"":1},{""X"":4,""Y"":2},{""X"":6,""Y"":3},{""X"":10,""Y"":3},{""X"":7,""Y"":4},{""X"":8,""Y"":4},{""X"":10,""Y"":4},{""X"":6,""Y"":5},{""X"":10,""Y"":5},{""X"":9,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":10,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":8},{""X"":10,""Y"":9}]","","","22891"
"51536","51536","20","11","49","[{""X"":2,""Y"":1},{""X"":7,""Y"":1},{""X"":8,""Y"":1},{""X"":10,""Y"":1},{""X"":7,""Y"":2},{""X"":9,""Y"":2},{""X"":10,""Y"":2},{""X"":5,""Y"":3},{""X"":7,""Y"":3},{""X"":8,""Y"":3},{""X"":9,""Y"":3},{""X"":10,""Y"":3},{""X"":6,""Y"":4},{""X"":7,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":6,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":7},{""X"":10,""Y"":8}]","","","22894"
"51531","51531","20","11","49","[{""X"":2,""Y"":1},{""X"":3,""Y"":1},{""X"":6,""Y"":1},{""X"":7,""Y"":1},{""X"":8,""Y"":1},{""X"":3,""Y"":2},{""X"":5,""Y"":2},{""X"":6,""Y"":2},{""X"":6,""Y"":3},{""X"":7,""Y"":3},{""X"":10,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":7,""Y"":4},{""X"":7,""Y"":5},{""X"":8,""Y"":5},{""X"":9,""Y"":6},{""X"":9,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":8}]","","","22928"
"51526","51526","20","11","49","[{""X"":3,""Y"":1},{""X"":4,""Y"":1},{""X"":6,""Y"":1},{""X"":7,""Y"":1},{""X"":4,""Y"":2},{""X"":6,""Y"":2},{""X"":10,""Y"":2},{""X"":4,""Y"":3},{""X"":6,""Y"":3},{""X"":7,""Y"":3},{""X"":10,""Y"":3},{""X"":6,""Y"":4},{""X"":7,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":6,""Y"":5},{""X"":7,""Y"":6},{""X"":8,""Y"":6},{""X"":10,""Y"":6},{""X"":10,""Y"":9}]","","","22975"
"51521","51521","20","19","28","[{""X"":2,""Y"":1},{""X"":5,""Y"":1},{""X"":7,""Y"":1},{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":3,""Y"":2},{""X"":7,""Y"":2},{""X"":8,""Y"":2},{""X"":9,""Y"":2},{""X"":10,""Y"":2},{""X"":6,""Y"":3},{""X"":7,""Y"":3},{""X"":9,""Y"":3},{""X"":6,""Y"":4},{""X"":8,""Y"":5},{""X"":9,""Y"":5},{""X"":7,""Y"":6},{""X"":10,""Y"":6},{""X"":10,""Y"":7},{""X"":10,""Y"":8}]","","","22895"
"51516","51516","20","11","53","[{""X"":2,""Y"":1},{""X"":3,""Y"":1},{""X"":6,""Y"":1},{""X"":8,""Y"":1},{""X"":6,""Y"":2},{""X"":9,""Y"":2},{""X"":4,""Y"":3},{""X"":5,""Y"":3},{""X"":6,""Y"":3},{""X"":7,""Y"":3},{""X"":9,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":7,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":6},{""X"":10,""Y"":6},{""X"":8,""Y"":7},{""X"":10,""Y"":7},{""X"":10,""Y"":8}]","","","22896"
"51511","51511","20","11","53","[{""X"":2,""Y"":1},{""X"":7,""Y"":1},{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":10,""Y"":1},{""X"":6,""Y"":2},{""X"":10,""Y"":2},{""X"":4,""Y"":3},{""X"":5,""Y"":3},{""X"":8,""Y"":3},{""X"":5,""Y"":4},{""X"":7,""Y"":4},{""X"":10,""Y"":4},{""X"":7,""Y"":5},{""X"":10,""Y"":5},{""X"":7,""Y"":6},{""X"":10,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":10,""Y"":7}]","","","22927"
"51506","51506","20","11","53","[{""X"":2,""Y"":1},{""X"":5,""Y"":1},{""X"":6,""Y"":1},{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":8,""Y"":2},{""X"":8,""Y"":3},{""X"":10,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":7,""Y"":5},{""X"":9,""Y"":5},{""X"":8,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":10,""Y"":9}]","","","22945"
"51501","51501","20","17","43","[{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":3,""Y"":2},{""X"":4,""Y"":2},{""X"":5,""Y"":2},{""X"":7,""Y"":2},{""X"":6,""Y"":3},{""X"":7,""Y"":3},{""X"":9,""Y"":3},{""X"":10,""Y"":3},{""X"":7,""Y"":4},{""X"":8,""Y"":4},{""X"":7,""Y"":5},{""X"":9,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":10,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":8},{""X"":10,""Y"":9}]","","","22897"
"51496","51496","20","21","27","[{""X"":2,""Y"":1},{""X"":4,""Y"":1},{""X"":5,""Y"":1},{""X"":3,""Y"":2},{""X"":5,""Y"":2},{""X"":7,""Y"":2},{""X"":9,""Y"":2},{""X"":4,""Y"":3},{""X"":6,""Y"":3},{""X"":7,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":6,""Y"":5},{""X"":7,""Y"":5},{""X"":8,""Y"":5},{""X"":8,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":10,""Y"":7}]","","","22898"
"51491","51491","20","14","43","[{""X"":6,""Y"":1},{""X"":3,""Y"":2},{""X"":4,""Y"":2},{""X"":8,""Y"":2},{""X"":10,""Y"":2},{""X"":5,""Y"":3},{""X"":6,""Y"":3},{""X"":7,""Y"":3},{""X"":9,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":7,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":7,""Y"":5},{""X"":8,""Y"":5},{""X"":7,""Y"":6},{""X"":8,""Y"":6},{""X"":9,""Y"":8},{""X"":10,""Y"":8}]","","","22900"
"51486","51486","20","10","67","[{""X"":5,""Y"":1},{""X"":9,""Y"":1},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":9,""Y"":2},{""X"":4,""Y"":3},{""X"":7,""Y"":3},{""X"":8,""Y"":3},{""X"":10,""Y"":3},{""X"":6,""Y"":4},{""X"":7,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":8,""Y"":5},{""X"":10,""Y"":5},{""X"":8,""Y"":6},{""X"":9,""Y"":6},{""X"":10,""Y"":6},{""X"":9,""Y"":7},{""X"":10,""Y"":9}]","","","22903"
"51481","51481","20","10","67","[{""X"":2,""Y"":1},{""X"":3,""Y"":1},{""X"":5,""Y"":1},{""X"":6,""Y"":1},{""X"":8,""Y"":1},{""X"":3,""Y"":2},{""X"":7,""Y"":2},{""X"":10,""Y"":2},{""X"":7,""Y"":3},{""X"":6,""Y"":4},{""X"":9,""Y"":4},{""X"":7,""Y"":5},{""X"":9,""Y"":5},{""X"":7,""Y"":6},{""X"":8,""Y"":6},{""X"":10,""Y"":6},{""X"":9,""Y"":7},{""X"":10,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":9}]","","","22952"
"51476","51476","20","21","29","[{""X"":3,""Y"":1},{""X"":4,""Y"":1},{""X"":10,""Y"":1},{""X"":3,""Y"":2},{""X"":4,""Y"":2},{""X"":5,""Y"":2},{""X"":6,""Y"":2},{""X"":10,""Y"":2},{""X"":6,""Y"":3},{""X"":8,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":10,""Y"":4},{""X"":7,""Y"":5},{""X"":9,""Y"":5},{""X"":7,""Y"":6},{""X"":8,""Y"":7},{""X"":10,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":9}]","","","22905"
"51471","51471","20","21","29","[{""X"":3,""Y"":1},{""X"":4,""Y"":1},{""X"":5,""Y"":1},{""X"":8,""Y"":1},{""X"":10,""Y"":1},{""X"":4,""Y"":2},{""X"":8,""Y"":2},{""X"":9,""Y"":2},{""X"":5,""Y"":3},{""X"":9,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":9,""Y"":5},{""X"":10,""Y"":5},{""X"":8,""Y"":7},{""X"":10,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":9}]","","","22925"
"51466","51466","20","14","41","[{""X"":2,""Y"":1},{""X"":3,""Y"":1},{""X"":4,""Y"":1},{""X"":5,""Y"":1},{""X"":6,""Y"":1},{""X"":3,""Y"":2},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":5,""Y"":3},{""X"":8,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":8,""Y"":4},{""X"":10,""Y"":4},{""X"":8,""Y"":5},{""X"":9,""Y"":5},{""X"":10,""Y"":5},{""X"":10,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":9}]","","","22906"
"51461","51461","20","16","38","[{""X"":4,""Y"":1},{""X"":5,""Y"":1},{""X"":7,""Y"":1},{""X"":4,""Y"":2},{""X"":5,""Y"":2},{""X"":8,""Y"":2},{""X"":9,""Y"":2},{""X"":4,""Y"":3},{""X"":5,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":8,""Y"":4},{""X"":8,""Y"":5},{""X"":9,""Y"":5},{""X"":10,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":6},{""X"":8,""Y"":7},{""X"":10,""Y"":7},{""X"":10,""Y"":8}]","","","22907"
"51456","51456","20","12","53","[{""X"":4,""Y"":1},{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":10,""Y"":1},{""X"":5,""Y"":2},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":8,""Y"":2},{""X"":10,""Y"":2},{""X"":6,""Y"":3},{""X"":7,""Y"":3},{""X"":5,""Y"":4},{""X"":7,""Y"":4},{""X"":7,""Y"":5},{""X"":9,""Y"":5},{""X"":9,""Y"":6},{""X"":10,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":8},{""X"":10,""Y"":9}]","","","22908"
"51451","51451","20","16","34","[{""X"":3,""Y"":1},{""X"":6,""Y"":1},{""X"":7,""Y"":1},{""X"":9,""Y"":1},{""X"":4,""Y"":2},{""X"":5,""Y"":2},{""X"":7,""Y"":2},{""X"":8,""Y"":2},{""X"":5,""Y"":3},{""X"":6,""Y"":3},{""X"":7,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":7,""Y"":4},{""X"":10,""Y"":4},{""X"":7,""Y"":5},{""X"":8,""Y"":5},{""X"":10,""Y"":6},{""X"":10,""Y"":8},{""X"":10,""Y"":9}]","","","22909"
"51446","51446","20","15","42","[{""X"":9,""Y"":1},{""X"":4,""Y"":2},{""X"":5,""Y"":2},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":8,""Y"":2},{""X"":9,""Y"":2},{""X"":10,""Y"":2},{""X"":4,""Y"":3},{""X"":7,""Y"":3},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":6,""Y"":5},{""X"":7,""Y"":5},{""X"":10,""Y"":5},{""X"":8,""Y"":6},{""X"":9,""Y"":6},{""X"":9,""Y"":7},{""X"":10,""Y"":7},{""X"":9,""Y"":8}]","","","22917"
"51441","51441","20","19","29","[{""X"":4,""Y"":1},{""X"":5,""Y"":1},{""X"":6,""Y"":1},{""X"":7,""Y"":1},{""X"":9,""Y"":1},{""X"":5,""Y"":2},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":9,""Y"":2},{""X"":4,""Y"":3},{""X"":5,""Y"":3},{""X"":8,""Y"":3},{""X"":9,""Y"":3},{""X"":10,""Y"":3},{""X"":10,""Y"":4},{""X"":6,""Y"":5},{""X"":8,""Y"":7},{""X"":10,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":9}]","","","22918"
"51436","51436","20","21","31","[{""X"":5,""Y"":1},{""X"":8,""Y"":1},{""X"":3,""Y"":2},{""X"":4,""Y"":2},{""X"":5,""Y"":2},{""X"":8,""Y"":2},{""X"":4,""Y"":3},{""X"":6,""Y"":3},{""X"":8,""Y"":3},{""X"":10,""Y"":3},{""X"":7,""Y"":4},{""X"":10,""Y"":4},{""X"":6,""Y"":5},{""X"":10,""Y"":5},{""X"":7,""Y"":6},{""X"":8,""Y"":6},{""X"":9,""Y"":6},{""X"":10,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":8}]","","","22920"
"51431","51431","20","21","31","[{""X"":2,""Y"":1},{""X"":5,""Y"":1},{""X"":9,""Y"":1},{""X"":4,""Y"":2},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":8,""Y"":2},{""X"":4,""Y"":3},{""X"":7,""Y"":3},{""X"":7,""Y"":4},{""X"":10,""Y"":4},{""X"":11,""Y"":4},{""X"":7,""Y"":5},{""X"":8,""Y"":5},{""X"":11,""Y"":5},{""X"":8,""Y"":6},{""X"":9,""Y"":6},{""X"":11,""Y"":6},{""X"":10,""Y"":7},{""X"":9,""Y"":8}]","","","23025"
"51426","51426","20","18","31","[{""X"":2,""Y"":1},{""X"":7,""Y"":1},{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":10,""Y"":1},{""X"":3,""Y"":2},{""X"":8,""Y"":2},{""X"":9,""Y"":2},{""X"":4,""Y"":3},{""X"":5,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":6,""Y"":5},{""X"":7,""Y"":5},{""X"":8,""Y"":5},{""X"":7,""Y"":6},{""X"":10,""Y"":6},{""X"":9,""Y"":7},{""X"":9,""Y"":8}]","","","22930"
"51421","51421","20","11","55","[{""X"":6,""Y"":1},{""X"":9,""Y"":1},{""X"":4,""Y"":2},{""X"":5,""Y"":2},{""X"":8,""Y"":2},{""X"":9,""Y"":2},{""X"":10,""Y"":2},{""X"":4,""Y"":3},{""X"":5,""Y"":3},{""X"":7,""Y"":3},{""X"":10,""Y"":3},{""X"":6,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":9,""Y"":5},{""X"":10,""Y"":5},{""X"":9,""Y"":7},{""X"":10,""Y"":7},{""X"":10,""Y"":8}]","","","22934"
"51416","51416","20","11","55","[{""X"":2,""Y"":1},{""X"":3,""Y"":1},{""X"":4,""Y"":1},{""X"":5,""Y"":1},{""X"":6,""Y"":1},{""X"":3,""Y"":2},{""X"":4,""Y"":2},{""X"":5,""Y"":2},{""X"":7,""Y"":2},{""X"":6,""Y"":3},{""X"":10,""Y"":3},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":6,""Y"":5},{""X"":7,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":10,""Y"":7},{""X"":10,""Y"":8},{""X"":10,""Y"":9}]","","","22939"
"51411","51411","20","11","55","[{""X"":2,""Y"":1},{""X"":3,""Y"":1},{""X"":4,""Y"":1},{""X"":3,""Y"":2},{""X"":5,""Y"":2},{""X"":6,""Y"":2},{""X"":9,""Y"":2},{""X"":10,""Y"":2},{""X"":6,""Y"":3},{""X"":7,""Y"":3},{""X"":9,""Y"":3},{""X"":7,""Y"":4},{""X"":6,""Y"":5},{""X"":9,""Y"":5},{""X"":7,""Y"":6},{""X"":8,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":8}]","","","22944"
"51406","51406","20","13","43","[{""X"":3,""Y"":1},{""X"":5,""Y"":1},{""X"":9,""Y"":1},{""X"":10,""Y"":1},{""X"":4,""Y"":2},{""X"":5,""Y"":2},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":9,""Y"":2},{""X"":10,""Y"":2},{""X"":7,""Y"":3},{""X"":10,""Y"":3},{""X"":6,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":7,""Y"":5},{""X"":8,""Y"":6},{""X"":9,""Y"":6},{""X"":9,""Y"":8},{""X"":10,""Y"":9}]","","","22936"
"51401","51401","20","19","35","[{""X"":6,""Y"":1},{""X"":8,""Y"":1},{""X"":4,""Y"":2},{""X"":6,""Y"":2},{""X"":8,""Y"":2},{""X"":9,""Y"":2},{""X"":4,""Y"":3},{""X"":9,""Y"":3},{""X"":5,""Y"":4},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":7,""Y"":5},{""X"":10,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":6},{""X"":10,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":10,""Y"":7}]","","","22937"
"51396","51396","20","25","29","[{""X"":2,""Y"":1},{""X"":5,""Y"":1},{""X"":6,""Y"":1},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":10,""Y"":2},{""X"":7,""Y"":3},{""X"":8,""Y"":3},{""X"":10,""Y"":3},{""X"":8,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":7,""Y"":6},{""X"":8,""Y"":6},{""X"":9,""Y"":6},{""X"":10,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":10,""Y"":7},{""X"":10,""Y"":9}]","","","22941"
"51391","51391","20","25","25","[{""X"":3,""Y"":1},{""X"":8,""Y"":1},{""X"":6,""Y"":2},{""X"":8,""Y"":2},{""X"":9,""Y"":2},{""X"":5,""Y"":3},{""X"":7,""Y"":3},{""X"":8,""Y"":3},{""X"":9,""Y"":3},{""X"":10,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":8,""Y"":4},{""X"":10,""Y"":4},{""X"":6,""Y"":5},{""X"":7,""Y"":6},{""X"":8,""Y"":6},{""X"":9,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":8}]","","","22943"
"51386","51386","20","25","25","[{""X"":2,""Y"":1},{""X"":5,""Y"":1},{""X"":7,""Y"":1},{""X"":9,""Y"":1},{""X"":10,""Y"":1},{""X"":3,""Y"":2},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":9,""Y"":2},{""X"":11,""Y"":2},{""X"":5,""Y"":3},{""X"":6,""Y"":4},{""X"":7,""Y"":4},{""X"":11,""Y"":4},{""X"":10,""Y"":5},{""X"":8,""Y"":6},{""X"":11,""Y"":6},{""X"":9,""Y"":7},{""X"":9,""Y"":8},{""X"":11,""Y"":10}]","","","23044"
"51381","51381","20","12","54","[{""X"":5,""Y"":1},{""X"":8,""Y"":1},{""X"":9,""Y"":1},{""X"":4,""Y"":2},{""X"":7,""Y"":2},{""X"":9,""Y"":2},{""X"":10,""Y"":2},{""X"":4,""Y"":3},{""X"":8,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":8,""Y"":4},{""X"":7,""Y"":5},{""X"":8,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":6},{""X"":10,""Y"":6},{""X"":9,""Y"":7},{""X"":10,""Y"":7},{""X"":10,""Y"":9}]","","","22946"
"51376","51376","20","22","26","[{""X"":5,""Y"":1},{""X"":7,""Y"":1},{""X"":3,""Y"":2},{""X"":5,""Y"":2},{""X"":6,""Y"":2},{""X"":8,""Y"":2},{""X"":9,""Y"":2},{""X"":4,""Y"":3},{""X"":5,""Y"":3},{""X"":7,""Y"":3},{""X"":8,""Y"":3},{""X"":9,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":4},{""X"":10,""Y"":4},{""X"":8,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":7},{""X"":10,""Y"":8},{""X"":10,""Y"":9}]","","","22949"
"51371","51371","20","26","26","[{""X"":2,""Y"":1},{""X"":3,""Y"":1},{""X"":4,""Y"":1},{""X"":7,""Y"":1},{""X"":10,""Y"":1},{""X"":4,""Y"":2},{""X"":6,""Y"":2},{""X"":5,""Y"":3},{""X"":6,""Y"":3},{""X"":7,""Y"":3},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":6,""Y"":5},{""X"":8,""Y"":6},{""X"":9,""Y"":6},{""X"":8,""Y"":7},{""X"":10,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":8},{""X"":10,""Y"":9}]","","","22961"
"51366","51366","20","15","43","[{""X"":2,""Y"":1},{""X"":7,""Y"":1},{""X"":9,""Y"":1},{""X"":10,""Y"":1},{""X"":4,""Y"":2},{""X"":6,""Y"":2},{""X"":7,""Y"":2},{""X"":5,""Y"":3},{""X"":6,""Y"":3},{""X"":9,""Y"":3},{""X"":5,""Y"":4},{""X"":6,""Y"":5},{""X"":10,""Y"":5},{""X"":7,""Y"":6},{""X"":8,""Y"":6},{""X"":9,""Y"":6},{""X"":8,""Y"":7},{""X"":9,""Y"":7},{""X"":10,""Y"":7},{""X"":10,""Y"":9}]","","","22963"
"51361","51361","20","13","53","[{""X"":7,""Y"":1},{""X"":10,""Y"":1},{""X"":3,""Y"":2},{""X"":4,""Y"":2},{""X"":8,""Y"":2},{""X"":4,""Y"":3},{""X"":5,""Y"":3},{""X"":8,""Y"":3},{""X"":10,""Y"":3},{""X"":6,""Y"":4},{""X"":9,""Y"":4},{""X"":7,""Y"":5},{""X"":9,""Y"":5},{""X"":10,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":6},{""X"":10,""Y"":6},{""X"":9,""Y"":7},{""X"":9,""Y"":8},{""X"":10,""Y"":8}]","","","22972"
"51356","51356","20","13","53","[{""X"":4,""Y"":1},{""X"":7,""Y"":1},{""X"":8,""Y"":1},{""X"":4,""Y"":2},{""X"":7,""Y"":2},{""X"":9,""Y"":2},{""X"":10,""Y"":2},{""X"":5,""Y"":3},{""X"":6,""Y"":3},{""X"":9,""Y"":3},{""X"":11,""Y"":3},{""X"":7,""Y"":4},{""X"":9,""Y"":4},{""X"":11,""Y"":4},{""X"":8,""Y"":5},{""X"":11,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":8},{""X"":10,""Y"":9},{""X"":11,""Y"":10}]","","","23070"
"51351","51351","20","13","53","[{""X"":4,""Y"":1},{""X"":5,""Y"":1},{""X"":6,""Y"":1},{""X"":7,""Y"":1},{""X"":6,""Y"":2},{""X"":9,""Y"":2},{""X"":11,""Y"":2},{""X"":4,""Y"":3},{""X"":5,""Y"":3},{""X"":11,""Y"":3},{""X"":7,""Y"":4},{""X"":9,""Y"":4},{""X"":10,""Y"":4},{""X"":11,""Y"":4},{""X"":12,""Y"":5},{""X"":7,""Y"":6},{""X"":9,""Y"":6},{""X"":8,""Y"":7},{""X"":12,""Y"":8},{""X"":11,""Y"":9}]","","","23121"
